case_id,activity,timestamp,resource,amount,lost_reason
OPP-1045,Contactar Cliente,2026-07-13 06:40:00,Juan Martinez,33492,
OPP-1045,Calificar Lead,2026-07-13 10:40:00,Juan Martinez,33492,
OPP-1045,Agendar Demo,2026-07-16 10:40:00,Juan Martinez,33492,
OPP-1045,Realizar Demo,2026-07-18 10:40:00,Juan Martinez,33492,
OPP-1045,Enviar Propuesta,2026-07-19 10:40:00,Juan Martinez,33492,
OPP-1045,Negociación,2026-07-23 10:40:00,Elena Silva,33492,
OPP-1045,Enviar Propuesta,2026-07-25 10:40:00,Juan Martinez,29334,
OPP-1045,Negociación,2026-07-28 10:40:00,Elena Silva,29334,
OPP-1045,Aprobación Legal,2026-08-01 10:40:00,Abog. Castro,29334,
OPP-1045,Cerrar Ganado,2026-08-02 10:40:00,Elena Silva,29334,
OPP-1046,Crear Lead,2026-07-13 18:53:00,Luis Perez,26700,
OPP-1046,Contactar Cliente,2026-07-14 00:13:00,Luis Perez,26700,
OPP-1046,Calificar Lead,2026-07-14 12:13:00,Luis Perez,26700,
OPP-1046,Agendar Demo,2026-07-15 12:13:00,Luis Perez,26700,
OPP-1046,Realizar Demo,2026-07-18 12:13:00,Luis Perez,26700,
OPP-1046,Enviar Propuesta,2026-07-19 12:13:00,Luis Perez,26700,
OPP-1046,Negociación,2026-07-20 12:13:00,Carlos Mendoza,26700,
OPP-1046,Cerrar Ganado,2026-07-22 12:13:00,Carlos Mendoza,26700,
OPP-1047,Crear Lead,2026-07-09 17:17:00,Luis Perez,23394,
OPP-1047,Contactar Cliente,2026-07-10 09:40:00,Luis Perez,23394,
OPP-1047,Calificar Lead,2026-07-10 21:40:00,Luis Perez,23394,
OPP-1047,Enviar Propuesta,2026-07-11 21:40:00,Luis Perez,23394,
OPP-1047,Negociación,2026-07-13 21:40:00,Elena Silva,23394,
OPP-1047,Aprobación Legal,2026-07-17 21:40:00,Abog. Ruiz,23394,
OPP-1047,Cerrar Ganado,2026-07-18 21:40:00,Elena Silva,23394,
OPP-1048,Crear Lead,2026-07-02 08:10:00,Ana Gomez,2183,
OPP-1048,Contactar Cliente,2026-07-03 01:34:00,Ana Gomez,2183,
OPP-1048,Calificar Lead,2026-07-03 09:34:00,Ana Gomez,2183,
OPP-1048,Agendar Demo,2026-07-06 09:34:00,Ana Gomez,2183,
OPP-1048,Realizar Demo,2026-07-07 09:34:00,Ana Gomez,2183,
OPP-1048,Enviar Propuesta,2026-07-09 09:34:00,Ana Gomez,2183,
OPP-1048,Negociación,2026-07-12 09:34:00,Carlos Mendoza,2183,
OPP-1048,Cerrar Perdido,2026-07-14 09:34:00,Carlos Mendoza,2183,No tenemos el producto (sin existencias)
OPP-1049,Crear Lead,2026-07-14 08:22:00,Luis Perez,43991,
OPP-1049,Contactar Cliente,2026-07-14 15:52:00,Luis Perez,43991,
OPP-1049,Calificar Lead,2026-07-14 19:52:00,Luis Perez,43991,
OPP-1049,Agendar Demo,2026-07-16 19:52:00,Luis Perez,43991,
OPP-1049,Realizar Demo,2026-07-19 19:52:00,Luis Perez,43991,
OPP-1049,Enviar Propuesta,2026-07-21 19:52:00,Luis Perez,43991,
OPP-1049,Negociación,2026-07-22 19:52:00,Carlos Mendoza,43991,
OPP-1049,Enviar Propuesta,2026-07-25 19:52:00,Luis Perez,38301,
OPP-1049,Negociación,2026-07-28 19:52:00,Carlos Mendoza,38301,
OPP-1049,Aprobación Legal,2026-07-30 19:52:00,Abog. Castro,38301,
OPP-1049,Cerrar Perdido,2026-07-31 19:52:00,Abog. Castro,38301,La calidad no le gusta al cliente
OPP-1050,Crear Lead,2026-07-03 21:29:00,Maria Rodriguez,12942,
OPP-1050,Contactar Cliente,2026-07-04 13:43:00,Maria Rodriguez,12942,
OPP-1050,Cerrar Perdido,2026-07-05 04:43:00,Maria Rodriguez,12942,La calidad no le gusta al cliente
OPP-1051,Crear Lead,2026-07-05 17:32:00,Maria Rodriguez,25004,
OPP-1051,Contactar Cliente,2026-07-06 14:18:00,Maria Rodriguez,25004,
OPP-1051,Calificar Lead,2026-07-06 16:18:00,Maria Rodriguez,25004,
OPP-1051,Agendar Demo,2026-07-09 16:18:00,Maria Rodriguez,25004,
OPP-1051,Realizar Demo,2026-07-12 16:18:00,Maria Rodriguez,25004,
OPP-1051,Enviar Propuesta,2026-07-13 16:18:00,Maria Rodriguez,25004,
OPP-1051,Negociación,2026-07-16 16:18:00,Carlos Mendoza,25004,
OPP-1051,Enviar Propuesta,2026-07-19 16:18:00,Maria Rodriguez,21716,
OPP-1051,Negociación,2026-07-21 16:18:00,Carlos Mendoza,21716,
OPP-1051,Aprobación Legal,2026-07-24 16:18:00,Abog. Castro,21716,
OPP-1051,Cerrar Ganado,2026-07-27 16:18:00,Carlos Mendoza,21716,
OPP-1052,Crear Lead,2026-07-13 10:27:00,Luis Perez,16183,
OPP-1052,Contactar Cliente,2026-07-13 20:54:00,Luis Perez,16183,
OPP-1052,Calificar Lead,2026-07-14 08:54:00,Luis Perez,16183,
OPP-1052,Agendar Demo,2026-07-17 08:54:00,Luis Perez,16183,
OPP-1052,Realizar Demo,2026-07-20 08:54:00,Luis Perez,16183,
OPP-1052,Enviar Propuesta,2026-07-21 08:54:00,Luis Perez,16183,
OPP-1052,Negociación,2026-07-23 08:54:00,Elena Silva,16183,
OPP-1052,Aprobación Legal,2026-07-27 08:54:00,Abog. Castro,16183,
OPP-1052,Cerrar Ganado,2026-07-28 08:54:00,Carlos Mendoza,16183,
OPP-1053,Crear Lead,2026-07-04 11:49:00,Luis Perez,34503,
OPP-1053,Contactar Cliente,2026-07-04 19:17:00,Luis Perez,34503,
OPP-1053,Calificar Lead,2026-07-05 08:17:00,Luis Perez,34503,
OPP-1053,Agendar Demo,2026-07-08 08:17:00,Luis Perez,34503,
OPP-1053,Realizar Demo,2026-07-12 08:17:00,Luis Perez,34503,
OPP-1053,Enviar Propuesta,2026-07-14 08:17:00,Luis Perez,34503,
OPP-1053,Negociación,2026-07-19 08:17:00,Elena Silva,34503,
OPP-1053,Aprobación Legal,2026-07-21 08:17:00,Abog. Ruiz,34503,
OPP-1053,Cerrar Perdido,2026-07-24 08:17:00,Abog. Ruiz,34503,La calidad no le gusta al cliente
OPP-1054,Crear Lead,2026-07-01 12:22:00,Luis Perez,19413,
OPP-1054,Contactar Cliente,2026-07-02 01:59:00,Luis Perez,19413,
OPP-1054,Calificar Lead,2026-07-03 01:59:00,Luis Perez,19413,
OPP-1054,Agendar Demo,2026-07-05 01:59:00,Luis Perez,19413,
OPP-1054,Realizar Demo,2026-07-09 01:59:00,Luis Perez,19413,
OPP-1054,Enviar Propuesta,2026-07-11 01:59:00,Luis Perez,19413,
OPP-1054,Negociación,2026-07-13 01:59:00,Carlos Mendoza,19413,
OPP-1054,Enviar Propuesta,2026-07-16 01:59:00,Luis Perez,17203,
OPP-1054,Negociación,2026-07-17 01:59:00,Elena Silva,17203,
OPP-1054,Cerrar Perdido,2026-07-19 01:59:00,Elena Silva,17203,Sin presupuesto / Proyecto cancelado
OPP-1055,Crear Lead,2026-07-05 05:45:00,Juan Martinez,29881,
OPP-1055,Contactar Cliente,2026-07-06 05:02:00,Juan Martinez,29881,
OPP-1055,Calificar Lead,2026-07-06 08:02:00,Juan Martinez,29881,
OPP-1055,Agendar Demo,2026-07-08 08:02:00,Juan Martinez,29881,
OPP-1055,Realizar Demo,2026-07-12 08:02:00,Juan Martinez,29881,
OPP-1055,Enviar Propuesta,2026-07-13 08:02:00,Juan Martinez,29881,
OPP-1055,Negociación,2026-07-18 08:02:00,Elena Silva,29881,
OPP-1055,Cerrar Ganado,2026-07-19 08:02:00,Carlos Mendoza,29881,
OPP-1056,Crear Lead,2026-07-11 19:13:00,Juan Martinez,45321,
OPP-1056,Contactar Cliente,2026-07-12 12:01:00,Juan Martinez,45321,
OPP-1056,Calificar Lead,2026-07-13 20:01:00,Juan Martinez,45321,
OPP-1056,Enviar Propuesta,2026-07-14 20:01:00,Juan Martinez,45321,
OPP-1056,Negociación,2026-07-15 20:01:00,Elena Silva,45321,
OPP-1056,Aprobación Legal,2026-07-17 20:01:00,Abog. Ruiz,45321,
OPP-1056,Cerrar Ganado,2026-07-18 20:01:00,Carlos Mendoza,45321,
OPP-1057,Crear Lead,2026-07-04 14:23:00,Juan Martinez,25095,
OPP-1057,Contactar Cliente,2026-07-04 22:11:00,Juan Martinez,25095,
OPP-1057,Calificar Lead,2026-07-06 09:11:00,Juan Martinez,25095,
OPP-1057,Agendar Demo,2026-07-08 09:11:00,Juan Martinez,25095,
OPP-1057,Realizar Demo,2026-07-12 09:11:00,Juan Martinez,25095,
OPP-1057,Enviar Propuesta,2026-07-14 09:11:00,Juan Martinez,25095,
OPP-1057,Negociación,2026-07-19 09:11:00,Carlos Mendoza,25095,
OPP-1057,Cerrar Ganado,2026-07-22 09:11:00,Elena Silva,25095,
OPP-1058,Crear Lead,2026-07-02 21:14:00,Ana Gomez,34388,
OPP-1058,Contactar Cliente,2026-07-03 14:53:00,Ana Gomez,34388,
OPP-1058,Cerrar Perdido,2026-07-04 05:53:00,Ana Gomez,34388,No tiene credito con la empresa
OPP-1059,Crear Lead,2026-07-05 14:31:00,Maria Rodriguez,5302,
OPP-1059,Contactar Cliente,2026-07-05 16:11:00,Maria Rodriguez,5302,
OPP-1059,Calificar Lead,2026-07-07 16:11:00,Maria Rodriguez,5302,
OPP-1059,Agendar Demo,2026-07-09 16:11:00,Maria Rodriguez,5302,
OPP-1059,Realizar Demo,2026-07-12 16:11:00,Maria Rodriguez,5302,
OPP-1059,Enviar Propuesta,2026-07-14 16:11:00,Maria Rodriguez,5302,
OPP-1059,Negociación,2026-07-18 16:11:00,Carlos Mendoza,5302,
OPP-1059,Enviar Propuesta,2026-07-23 16:11:00,Maria Rodriguez,4533,
OPP-1059,Negociación,2026-07-24 16:11:00,Carlos Mendoza,4533,
OPP-1059,Cerrar Ganado,2026-07-27 16:11:00,Carlos Mendoza,4533,
OPP-1060,Crear Lead,2026-07-15 21:54:00,Ana Gomez,16457,
OPP-1060,Contactar Cliente,2026-07-16 17:09:00,Ana Gomez,16457,
OPP-1060,Calificar Lead,2026-07-17 07:09:00,Ana Gomez,16457,
OPP-1060,Agendar Demo,2026-07-20 07:09:00,Ana Gomez,16457,
OPP-1060,Realizar Demo,2026-07-23 07:09:00,Ana Gomez,16457,
OPP-1060,Enviar Propuesta,2026-07-24 07:09:00,Ana Gomez,16457,
OPP-1060,Negociación,2026-07-25 07:09:00,Elena Silva,16457,
OPP-1060,Aprobación Legal,2026-07-26 07:09:00,Abog. Castro,16457,
OPP-1060,Cerrar Ganado,2026-07-28 07:09:00,Carlos Mendoza,16457,
OPP-1061,Crear Lead,2026-07-12 14:43:00,Luis Perez,18461,
OPP-1061,Contactar Cliente,2026-07-13 04:59:00,Luis Perez,18461,
OPP-1061,Cerrar Perdido,2026-07-14 07:59:00,Luis Perez,18461,No tiene credito con la empresa
OPP-1062,Crear Lead,2026-07-07 11:18:00,Juan Martinez,15194,
OPP-1062,Contactar Cliente,2026-07-07 17:08:00,Juan Martinez,15194,
OPP-1062,Cerrar Perdido,2026-07-09 13:08:00,Juan Martinez,15194,La calidad no le gusta al cliente
OPP-1063,Crear Lead,2026-07-06 13:35:00,Maria Rodriguez,3836,
OPP-1063,Contactar Cliente,2026-07-07 06:14:00,Maria Rodriguez,3836,
OPP-1063,Calificar Lead,2026-07-09 01:14:00,Maria Rodriguez,3836,
OPP-1063,Agendar Demo,2026-07-12 01:14:00,Maria Rodriguez,3836,
OPP-1063,Realizar Demo,2026-07-15 01:14:00,Maria Rodriguez,3836,
OPP-1063,Enviar Propuesta,2026-07-16 01:14:00,Maria Rodriguez,3836,
OPP-1063,Negociación,2026-07-18 01:14:00,Elena Silva,3836,
OPP-1063,Cerrar Ganado,2026-07-20 01:14:00,Elena Silva,3836,
OPP-1064,Crear Lead,2026-07-05 18:22:00,Maria Rodriguez,17370,
OPP-1064,Contactar Cliente,2026-07-06 14:51:00,Maria Rodriguez,17370,
OPP-1064,Calificar Lead,2026-07-07 08:51:00,Maria Rodriguez,17370,
OPP-1064,Enviar Propuesta,2026-07-10 08:51:00,Maria Rodriguez,17370,
OPP-1064,Negociación,2026-07-12 08:51:00,Carlos Mendoza,17370,
OPP-1064,Cerrar Perdido,2026-07-14 08:51:00,Carlos Mendoza,17370,La calidad no le gusta al cliente
OPP-1065,Crear Lead,2026-07-16 04:51:00,Juan Martinez,32172,
OPP-1065,Contactar Cliente,2026-07-16 21:30:00,Juan Martinez,32172,
OPP-1065,Calificar Lead,2026-07-18 19:30:00,Juan Martinez,32172,
OPP-1065,Enviar Propuesta,2026-07-19 19:30:00,Juan Martinez,32172,
OPP-1065,Negociación,2026-07-23 19:30:00,Carlos Mendoza,32172,
OPP-1065,Enviar Propuesta,2026-07-28 19:30:00,Juan Martinez,28171,
OPP-1065,Negociación,2026-07-30 19:30:00,Elena Silva,28171,
OPP-1065,Cerrar Perdido,2026-07-31 19:30:00,Elena Silva,28171,No tenemos el producto (sin existencias)
OPP-1066,Crear Lead,2026-07-17 04:11:00,Ana Gomez,48330,
OPP-1066,Contactar Cliente,2026-07-18 02:55:00,Ana Gomez,48330,
OPP-1066,Calificar Lead,2026-07-18 15:55:00,Ana Gomez,48330,
OPP-1066,Enviar Propuesta,2026-07-19 15:55:00,Ana Gomez,48330,
OPP-1066,Negociación,2026-07-24 15:55:00,Elena Silva,48330,
OPP-1066,Enviar Propuesta,2026-07-26 15:55:00,Ana Gomez,41166,
OPP-1066,Negociación,2026-07-29 15:55:00,Elena Silva,41166,
OPP-1066,Aprobación Legal,2026-08-02 15:55:00,Abog. Castro,41166,
OPP-1066,Cerrar Ganado,2026-08-05 15:55:00,Carlos Mendoza,41166,
OPP-1067,Crear Lead,2026-07-08 17:17:00,Juan Martinez,4486,
OPP-1067,Contactar Cliente,2026-07-09 16:55:00,Juan Martinez,4486,
OPP-1067,Calificar Lead,2026-07-09 22:55:00,Juan Martinez,4486,
OPP-1067,Agendar Demo,2026-07-10 22:55:00,Juan Martinez,4486,
OPP-1067,Realizar Demo,2026-07-13 22:55:00,Juan Martinez,4486,
OPP-1067,Enviar Propuesta,2026-07-14 22:55:00,Juan Martinez,4486,
OPP-1067,Negociación,2026-07-19 22:55:00,Elena Silva,4486,
OPP-1067,Cerrar Perdido,2026-07-20 22:55:00,Elena Silva,4486,La calidad no le gusta al cliente
OPP-1068,Crear Lead,2026-07-05 19:47:00,Luis Perez,24196,
OPP-1068,Contactar Cliente,2026-07-06 06:09:00,Luis Perez,24196,
OPP-1068,Calificar Lead,2026-07-06 18:09:00,Luis Perez,24196,
OPP-1068,Enviar Propuesta,2026-07-09 18:09:00,Luis Perez,24196,
OPP-1068,Negociación,2026-07-10 18:09:00,Carlos Mendoza,24196,
OPP-1068,Aprobación Legal,2026-07-12 18:09:00,Abog. Ruiz,24196,
OPP-1068,Cerrar Perdido,2026-07-13 18:09:00,Abog. Ruiz,24196,No tenemos el producto (sin existencias)
OPP-1069,Crear Lead,2026-07-08 19:15:00,Luis Perez,34137,
OPP-1069,Contactar Cliente,2026-07-09 00:56:00,Luis Perez,34137,
OPP-1069,Cerrar Perdido,2026-07-09 23:56:00,Luis Perez,34137,Sin presupuesto / Proyecto cancelado
OPP-1070,Crear Lead,2026-07-14 20:26:00,Ana Gomez,46286,
OPP-1070,Contactar Cliente,2026-07-15 00:05:00,Ana Gomez,46286,
OPP-1070,Calificar Lead,2026-07-16 01:05:00,Ana Gomez,46286,
OPP-1070,Enviar Propuesta,2026-07-19 01:05:00,Ana Gomez,46286,
OPP-1070,Negociación,2026-07-20 01:05:00,Elena Silva,46286,
OPP-1070,Aprobación Legal,2026-07-23 01:05:00,Abog. Ruiz,46286,
OPP-1070,Cerrar Ganado,2026-07-25 01:05:00,Elena Silva,46286,
OPP-1071,Crear Lead,2026-07-10 11:50:00,Ana Gomez,15439,
OPP-1071,Contactar Cliente,2026-07-11 06:17:00,Ana Gomez,15439,
OPP-1071,Calificar Lead,2026-07-12 15:17:00,Ana Gomez,15439,
OPP-1071,Agendar Demo,2026-07-13 15:17:00,Ana Gomez,15439,
OPP-1071,Realizar Demo,2026-07-14 15:17:00,Ana Gomez,15439,
OPP-1071,Enviar Propuesta,2026-07-16 15:17:00,Ana Gomez,15439,
OPP-1071,Negociación,2026-07-18 15:17:00,Elena Silva,15439,
OPP-1071,Cerrar Ganado,2026-07-19 15:17:00,Elena Silva,15439,
OPP-1072,Crear Lead,2026-07-09 07:26:00,Ana Gomez,38913,
OPP-1072,Contactar Cliente,2026-07-09 21:37:00,Ana Gomez,38913,
OPP-1072,Calificar Lead,2026-07-10 19:37:00,Ana Gomez,38913,
OPP-1072,Enviar Propuesta,2026-07-12 19:37:00,Ana Gomez,38913,
OPP-1072,Negociación,2026-07-15 19:37:00,Elena Silva,38913,
OPP-1072,Enviar Propuesta,2026-07-17 19:37:00,Ana Gomez,34945,
OPP-1072,Negociación,2026-07-20 19:37:00,Carlos Mendoza,34945,
OPP-1072,Aprobación Legal,2026-07-23 19:37:00,Abog. Castro,34945,
OPP-1072,Cerrar Perdido,2026-07-24 19:37:00,Abog. Castro,34945,No tiene credito con la empresa
OPP-1073,Crear Lead,2026-07-14 21:48:00,Maria Rodriguez,35637,
OPP-1073,Contactar Cliente,2026-07-15 01:10:00,Maria Rodriguez,35637,
OPP-1073,Calificar Lead,2026-07-16 14:10:00,Maria Rodriguez,35637,
OPP-1073,Agendar Demo,2026-07-18 14:10:00,Maria Rodriguez,35637,
OPP-1073,Realizar Demo,2026-07-19 14:10:00,Maria Rodriguez,35637,
OPP-1073,Enviar Propuesta,2026-07-20 14:10:00,Maria Rodriguez,35637,
OPP-1073,Negociación,2026-07-25 14:10:00,Elena Silva,35637,
OPP-1073,Aprobación Legal,2026-07-28 14:10:00,Abog. Ruiz,35637,
OPP-1073,Cerrar Ganado,2026-07-31 14:10:00,Carlos Mendoza,35637,
OPP-1074,Crear Lead,2026-07-08 20:52:00,Maria Rodriguez,4351,
OPP-1074,Contactar Cliente,2026-07-09 11:07:00,Maria Rodriguez,4351,
OPP-1074,Calificar Lead,2026-07-10 20:07:00,Maria Rodriguez,4351,
OPP-1074,Agendar Demo,2026-07-12 20:07:00,Maria Rodriguez,4351,
OPP-1074,Realizar Demo,2026-07-14 20:07:00,Maria Rodriguez,4351,
OPP-1074,Enviar Propuesta,2026-07-15 20:07:00,Maria Rodriguez,4351,
OPP-1074,Negociación,2026-07-19 20:07:00,Elena Silva,4351,
OPP-1074,Cerrar Ganado,2026-07-21 20:07:00,Elena Silva,4351,
OPP-1075,Crear Lead,2026-07-13 20:32:00,Ana Gomez,40830,
OPP-1075,Contactar Cliente,2026-07-14 20:45:00,Ana Gomez,40830,
OPP-1075,Cerrar Perdido,2026-07-15 20:45:00,Ana Gomez,40830,Percibe mal servicio de parte de empresa
OPP-1076,Crear Lead,2026-07-08 08:02:00,Juan Martinez,37003,
OPP-1076,Contactar Cliente,2026-07-08 18:45:00,Juan Martinez,37003,
OPP-1076,Calificar Lead,2026-07-09 23:45:00,Juan Martinez,37003,
OPP-1076,Agendar Demo,2026-07-12 23:45:00,Juan Martinez,37003,
OPP-1076,Realizar Demo,2026-07-14 23:45:00,Juan Martinez,37003,
OPP-1076,Enviar Propuesta,2026-07-16 23:45:00,Juan Martinez,37003,
OPP-1076,Negociación,2026-07-21 23:45:00,Carlos Mendoza,37003,
OPP-1076,Aprobación Legal,2026-07-25 23:45:00,Abog. Ruiz,37003,
OPP-1076,Cerrar Ganado,2026-07-28 23:45:00,Carlos Mendoza,37003,
OPP-1077,Crear Lead,2026-07-06 06:18:00,Juan Martinez,4598,
OPP-1077,Contactar Cliente,2026-07-06 22:51:00,Juan Martinez,4598,
OPP-1077,Calificar Lead,2026-07-07 00:51:00,Juan Martinez,4598,
OPP-1077,Agendar Demo,2026-07-08 00:51:00,Juan Martinez,4598,
OPP-1077,Realizar Demo,2026-07-11 00:51:00,Juan Martinez,4598,
OPP-1077,Enviar Propuesta,2026-07-12 00:51:00,Juan Martinez,4598,
OPP-1077,Negociación,2026-07-13 00:51:00,Carlos Mendoza,4598,
OPP-1077,Cerrar Perdido,2026-07-14 00:51:00,Carlos Mendoza,4598,La calidad no le gusta al cliente
OPP-1078,Crear Lead,2026-07-12 04:24:00,Luis Perez,42037,
OPP-1078,Contactar Cliente,2026-07-12 07:13:00,Luis Perez,42037,
OPP-1078,Cerrar Perdido,2026-07-13 01:13:00,Luis Perez,42037,La calidad no le gusta al cliente
OPP-1079,Crear Lead,2026-07-14 04:04:00,Juan Martinez,37056,
OPP-1079,Contactar Cliente,2026-07-14 22:33:00,Juan Martinez,37056,
OPP-1079,Calificar Lead,2026-07-16 07:33:00,Juan Martinez,37056,
OPP-1079,Agendar Demo,2026-07-19 07:33:00,Juan Martinez,37056,
OPP-1079,Realizar Demo,2026-07-22 07:33:00,Juan Martinez,37056,
OPP-1079,Enviar Propuesta,2026-07-24 07:33:00,Juan Martinez,37056,
OPP-1079,Negociación,2026-07-26 07:33:00,Carlos Mendoza,37056,
OPP-1079,Aprobación Legal,2026-07-30 07:33:00,Abog. Ruiz,37056,
OPP-1079,Cerrar Ganado,2026-08-02 07:33:00,Elena Silva,37056,
OPP-1080,Crear Lead,2026-07-11 02:08:00,Ana Gomez,14025,
OPP-1080,Contactar Cliente,2026-07-11 07:30:00,Ana Gomez,14025,
OPP-1080,Calificar Lead,2026-07-12 10:30:00,Ana Gomez,14025,
OPP-1080,Agendar Demo,2026-07-13 10:30:00,Ana Gomez,14025,
OPP-1080,Realizar Demo,2026-07-15 10:30:00,Ana Gomez,14025,
OPP-1080,Enviar Propuesta,2026-07-16 10:30:00,Ana Gomez,14025,
OPP-1080,Negociación,2026-07-21 10:30:00,Elena Silva,14025,
OPP-1080,Cerrar Ganado,2026-07-24 10:30:00,Carlos Mendoza,14025,
OPP-1081,Crear Lead,2026-07-10 01:30:00,Luis Perez,30008,
OPP-1081,Contactar Cliente,2026-07-10 14:04:00,Luis Perez,30008,
OPP-1081,Calificar Lead,2026-07-10 21:04:00,Luis Perez,30008,
OPP-1081,Agendar Demo,2026-07-11 21:04:00,Luis Perez,30008,
OPP-1081,Realizar Demo,2026-07-12 21:04:00,Luis Perez,30008,
OPP-1081,Enviar Propuesta,2026-07-13 21:04:00,Luis Perez,30008,
OPP-1081,Negociación,2026-07-16 21:04:00,Carlos Mendoza,30008,
OPP-1081,Aprobación Legal,2026-07-18 21:04:00,Abog. Castro,30008,
OPP-1081,Cerrar Ganado,2026-07-19 21:04:00,Carlos Mendoza,30008,
OPP-1082,Crear Lead,2026-07-13 06:19:00,Maria Rodriguez,23920,
OPP-1082,Contactar Cliente,2026-07-13 21:03:00,Maria Rodriguez,23920,
OPP-1082,Calificar Lead,2026-07-14 21:03:00,Maria Rodriguez,23920,
OPP-1082,Agendar Demo,2026-07-15 21:03:00,Maria Rodriguez,23920,
OPP-1082,Realizar Demo,2026-07-17 21:03:00,Maria Rodriguez,23920,
OPP-1082,Enviar Propuesta,2026-07-19 21:03:00,Maria Rodriguez,23920,
OPP-1082,Negociación,2026-07-24 21:03:00,Carlos Mendoza,23920,
OPP-1082,Cerrar Ganado,2026-07-28 21:03:00,Carlos Mendoza,23920,
OPP-1083,Crear Lead,2026-07-06 22:15:00,Luis Perez,5788,
OPP-1083,Contactar Cliente,2026-07-07 10:30:00,Luis Perez,5788,
OPP-1083,Calificar Lead,2026-07-08 21:30:00,Luis Perez,5788,
OPP-1083,Enviar Propuesta,2026-07-11 21:30:00,Luis Perez,5788,
OPP-1083,Negociación,2026-07-15 21:30:00,Elena Silva,5788,
OPP-1083,Enviar Propuesta,2026-07-20 21:30:00,Luis Perez,5217,
OPP-1083,Negociación,2026-07-22 21:30:00,Carlos Mendoza,5217,
OPP-1083,Cerrar Perdido,2026-07-26 21:30:00,Carlos Mendoza,5217,Percibe mal servicio de parte de empresa
OPP-1084,Crear Lead,2026-07-13 14:26:00,Luis Perez,28687,
OPP-1084,Contactar Cliente,2026-07-14 13:52:00,Luis Perez,28687,
OPP-1084,Calificar Lead,2026-07-14 23:52:00,Luis Perez,28687,
OPP-1084,Agendar Demo,2026-07-17 23:52:00,Luis Perez,28687,
OPP-1084,Realizar Demo,2026-07-20 23:52:00,Luis Perez,28687,
OPP-1084,Enviar Propuesta,2026-07-22 23:52:00,Luis Perez,28687,
OPP-1084,Negociación,2026-07-26 23:52:00,Carlos Mendoza,28687,
OPP-1084,Enviar Propuesta,2026-07-31 23:52:00,Luis Perez,25433,
OPP-1084,Negociación,2026-08-03 23:52:00,Elena Silva,25433,
OPP-1084,Aprobación Legal,2026-08-06 23:52:00,Abog. Ruiz,25433,
OPP-1084,Cerrar Ganado,2026-08-08 23:52:00,Elena Silva,25433,
OPP-1085,Crear Lead,2026-07-12 19:49:00,Maria Rodriguez,6485,
OPP-1085,Contactar Cliente,2026-07-13 11:00:00,Maria Rodriguez,6485,
OPP-1085,Calificar Lead,2026-07-13 13:00:00,Maria Rodriguez,6485,
OPP-1085,Agendar Demo,2026-07-16 13:00:00,Maria Rodriguez,6485,
OPP-1085,Realizar Demo,2026-07-17 13:00:00,Maria Rodriguez,6485,
OPP-1085,Enviar Propuesta,2026-07-18 13:00:00,Maria Rodriguez,6485,
OPP-1085,Negociación,2026-07-19 13:00:00,Carlos Mendoza,6485,
OPP-1085,Cerrar Ganado,2026-07-22 13:00:00,Elena Silva,6485,
OPP-1086,Crear Lead,2026-07-14 12:59:00,Maria Rodriguez,7559,
OPP-1086,Contactar Cliente,2026-07-15 12:17:00,Maria Rodriguez,7559,
OPP-1086,Calificar Lead,2026-07-17 12:17:00,Maria Rodriguez,7559,
OPP-1086,Agendar Demo,2026-07-20 12:17:00,Maria Rodriguez,7559,
OPP-1086,Realizar Demo,2026-07-23 12:17:00,Maria Rodriguez,7559,
OPP-1086,Enviar Propuesta,2026-07-25 12:17:00,Maria Rodriguez,7559,
OPP-1086,Negociación,2026-07-26 12:17:00,Carlos Mendoza,7559,
OPP-1086,Cerrar Ganado,2026-07-28 12:17:00,Carlos Mendoza,7559,
OPP-1087,Crear Lead,2026-07-05 11:06:00,Luis Perez,18779,
OPP-1087,Contactar Cliente,2026-07-06 08:30:00,Luis Perez,18779,
OPP-1087,Calificar Lead,2026-07-08 08:30:00,Luis Perez,18779,
OPP-1087,Agendar Demo,2026-07-09 08:30:00,Luis Perez,18779,
OPP-1087,Realizar Demo,2026-07-13 08:30:00,Luis Perez,18779,
OPP-1087,Enviar Propuesta,2026-07-15 08:30:00,Luis Perez,18779,
OPP-1087,Negociación,2026-07-16 08:30:00,Elena Silva,18779,
OPP-1087,Aprobación Legal,2026-07-18 08:30:00,Abog. Castro,18779,
OPP-1087,Cerrar Ganado,2026-07-20 08:30:00,Elena Silva,18779,
OPP-1088,Crear Lead,2026-07-13 23:51:00,Maria Rodriguez,15134,
OPP-1088,Contactar Cliente,2026-07-14 03:19:00,Maria Rodriguez,15134,
OPP-1088,Calificar Lead,2026-07-15 22:19:00,Maria Rodriguez,15134,
OPP-1088,Agendar Demo,2026-07-16 22:19:00,Maria Rodriguez,15134,
OPP-1088,Realizar Demo,2026-07-18 22:19:00,Maria Rodriguez,15134,
OPP-1088,Enviar Propuesta,2026-07-20 22:19:00,Maria Rodriguez,15134,
OPP-1088,Negociación,2026-07-21 22:19:00,Elena Silva,15134,
OPP-1088,Enviar Propuesta,2026-07-25 22:19:00,Maria Rodriguez,13274,
OPP-1088,Negociación,2026-07-27 22:19:00,Carlos Mendoza,13274,
OPP-1088,Cerrar Perdido,2026-07-31 22:19:00,Carlos Mendoza,13274,Precio muy alto
